term,estimate,std.error,statistic,p.value
diag_3790,0.49936975970575204,0.25334675915523386,1.9710919585901308,0.04871335836491375
diag_3791,1.0883858962273747,0.7897346773867894,1.3781665252801283,0.1681518798733622
diag_3792,-0.33425676098564355,1.0512166402618774,-0.31797133738519784,0.7505066788872449
diag_3793,-14.797016356300757,1322.3823657284313,-0.011189665515654283,0.9910721249527106
diag_3794,0.5741415594504254,0.3376801357463772,1.7002526908531224,0.08908340504191813
diag_3795,-14.915098463203151,2792.409176938523,-0.005341301191237102,0.995738278509053
diag_3796,-15.020723845566879,1041.2547193871887,-0.014425599774863013,0.988490435846777
diag_3797,-15.268517041190803,2782.4053199031405,-0.005487524384737132,0.9956216109907492
diag_3799,0.30012329740718974,0.22328217928071822,1.344143533415912,0.17890197703704086
diag_38,0.5323369106184355,0.23939732900204622,2.223654344171423,0.026171709208751875
diag_3800,-15.001906052791645,2786.128675271412,-0.00538449863638485,0.9957038124301439
diag_3801,0.3904602055152123,1.2598935182727988,0.3099152427186849,0.7566254111068732
diag_3802,0.19401443156551132,0.865287645102778,0.22421957907704376,0.8225864493905242
diag_3805,0.9172657790551939,0.5626433329079443,1.630279300235253,0.10304248040565733
diag_3807,1.1008589663816313,0.4807746855502754,2.2897606705761397,0.02203519421549506
diag_3808,-0.010484785431371803,0.7954866457088173,-0.01318034122625572,0.9894839137085351
diag_3810,-14.714953959779306,1545.4747271358551,-0.009521316461156072,0.9924032033791566
diag_3811,-14.870820011702197,3956.18037484949,-0.0037588832163063207,0.9970008521784446
diag_3812,-0.09305718893054561,0.6404193333925172,-0.14530665156154843,0.8844687632777857
diag_3813,0.3198994775807981,0.7834354676424049,0.40832907213592556,0.6830320983317647
diag_3814,-12.95978063518753,2426.2397677371373,-0.005341508620672981,0.9957381130066696
diag_3815,-15.154576396417808,1670.1663468631336,-0.0090736928239997,0.9927603399288958
diag_3816,1.9475799751301923,1.2765337978110374,1.525678347467059,0.12708998949636258
diag_3820,0.7670375534113799,0.5955464711432015,1.2879558364924686,0.19776133696917067
diag_3821,-14.722730573719407,1537.1282330868216,-0.009578075697792366,0.9923579181255474
diag_3822,-14.509722958338656,2546.3623798060135,-0.005698216040815068,0.9954535060007847
diag_3823,-0.03301476942771735,1.0976585889400048,-0.03007744827068615,0.9760052862655462
diag_3824,0.25512181504788517,0.7745565104732007,0.3293779234933075,0.7418700521881673
diag_3825,-14.853762200330351,1432.1814834889651,-0.01037142455168797,0.9917249488299181
diag_3826,-15.696899576856394,1954.7688201413644,-0.008030054201356267,0.9935930125860503
diag_3831,-14.541882744967996,1884.5839605510794,-0.007716229708712867,0.993843400542065
diag_3834,1.5920366879329584,3992.2974138575714,3.9877707567749753e-4,0.9996818219365478
diag_3836,-14.928062873504333,1274.559543655315,-0.011712330701076603,0.9906551258160159
diag_3837,19.999949648348338,3956.180349388845,0.005055368532791472,0.9959664166794051
diag_3838,34.10094836577543,4668.843619644349,0.00730393886449619,0.9941723517621163
diag_3840,0.36008527816194563,1.0805520335640748,0.33324196056921607,0.7389516465109889
diag_3841,-13.871250147286487,3956.18046232435,-0.0035062228023685243,0.99720244469126
diag_3842,-13.982529375297055,2510.8129173954794,-0.005568925218769958,0.9955566635145021
diag_3844,0.63153820725099,1.3255681505672807,0.4764283201740487,0.6337692626254916
diag_3845,-15.483624397091253,1259.6784891278403,-0.012291727238917608,0.9901928675654041
diag_3847,-14.819535780445655,1860.8147768561578,-0.007964003706743572,0.9936457115707834
diag_3848,-15.050500119009014,2781.10876302442,-0.005411690588699518,0.9956821167073174
diag_3850,-13.358109286482243,1626.184150620091,-0.008214389053901783,0.9934459395047158
diag_3851,-15.510032818847248,2272.175954469723,-0.006826070308655721,0.994553626185647
diag_3852,2.458751456111101,1.5173474334151669,1.6204274656972073,0.10514048387248606
diag_3853,0.28471958269284037,5594.8839707524685,5.088927387613863e-5,0.9999593962340813
diag_3854,1.9219263058143312,1.4906583495880514,1.2893137494218325,0.19728903286220068
diag_3860,-14.945178757926572,1545.3593283405214,-0.00967100562558185,0.9922837742050756
diag_3861,2.8640161332912406,1.3899158640010971,2.060567986501505,0.03934427354901117
diag_3862,-14.549554111826836,2279.2991899535964,-0.006383345449319028,0.9949068618081751
diag_3863,-15.362655923873437,3956.180358930166,-0.00388320413380441,0.9969016591619821
diag_3864,-14.82614247066119,2770.3370743813925,-0.005351746763152213,0.9957299442676125
diag_3865,-13.483997061476535,1734.7751232533776,-0.00777276367451523,0.9937982943162899
diag_3866,-14.924198764521673,2123.2653936400657,-0.007028889939630228,0.9943918034167244
diag_3867,0.8210956285265324,0.8105447514089025,1.0130170198490462,0.3110520314586476
diag_3868,-15.112155392026649,2794.413086283671,-0.005407989057238676,0.995685070058904
diag_3870,-15.71558637558225,2774.320880868116,-0.005664660668474898,0.9954802788822047
diag_3871,-15.860818488517758,3956.1804556789116,-0.004009124120147325,0.996801190331313
diag_3872,-15.01066680048289,3956.1803368768733,-0.0037942321942615884,0.9969726479758257
diag_3873,-0.17189435486949067,0.7631336957930036,-0.22524802117519943,0.8217863336641371
diag_3875,-0.1701078242447402,4019.381338997147,-4.2321892325644036e-5,0.9999662320155395
diag_3876,-15.20301507913801,3956.1803569486847,-0.0038428518690851,0.9969338553707603
diag_3877,-14.640923568247702,3956.180331541227,-0.003700772548592084,0.99704721746051606
diag_3879,-15.318779520103515,3956.180343705262,-0.0038721135512635196,0.9969105081000341
diag_388,-15.448037075948,2789.0015617701224,-0.0055389130245389485,0.9955806094115933
diag_3880,-14.790729163310347,3956.180335448315,-0.0037386387649677904,0.9970170048001108
diag_3881,-14.75607950226388,1913.4544404644698,-0.007711748547659178,0.9938469758849061
diag_3882,-15.367009906095515,1973.0988737167538,-0.00778826145551868,0.9937859292503745
diag_3883,-14.872738176780816,1128.9391828897815,-0.013174082716050828,0.9894889068436811
diag_3884,-15.87765019950957,3956.1803310565215,-0.0040133787822733925,0.9967977956294019
diag_3890,19.673443016104056,3956.1804102734236,0.0049728376807629876,0.9960322659442389
diag_3891,2.058238311195717,1.2504534704860308,1.6459935213708619,0.09976509285858944
diag_3892,1.249640091679858,0.8352624000903113,1.496104806758622,0.1346263455153164
diag_3893,-14.892023209692283,3956.1803375487207,-0.003764242764251615,0.9969965759081395
diag_39,-14.829165044391374,1766.921700327857,-0.008392655453628637,0.9933037084002461
diag_3905,-14.914934368919619,976.121229423429,-0.015279797139264665,0.987808960150377
diag_3906,-14.479326652573473,1870.5382761027233,-0.007740727274900372,0.9938238548959606
diag_3907,-15.046373091674237,1306.2626072379503,-0.011518643348054877,0.990809655539482
diag_3908,1.0596026498627624,1.1413247555435215,0.9283971496422668,0.35320159653686006
diag_3909,2.557356243313021,0.9377132724989932,2.7272262410210972,0.006386923085533444
diag_3910,-15.253457237849808,1906.1155539735828,-0.008002378033195152,0.9936150942638349
diag_3911,-13.084456718498867,2534.1263915782106,-0.00516330075799814,0.9958803003473952
diag_3912,-15.361286243585049,2256.304283166586,-0.006808162515219984,0.9945679142055392
diag_3913,1.7627845542738467,0.9760228565247372,1.8060894194122483,0.07090437326137519
diag_3915,-15.22008908927049,1927.9042285555097,-0.007894629237197226,0.9937010626488364
diag_3916,-14.575252334863372,1097.9682034143905,-0.013274749022365306,0.9894085937752032
diag_3917,0.9050231952736584,1.2216799113862973,0.7408022239202462,0.4588133665571673
diag_3918,-12.59920579813535,2566.118507448175,-0.004909830064966242,0.9960825381343416
diag_3919,-14.358477049093018,2499.409967487171,-0.00574474665455887,0.9954163805501395
diag_3920,0.9762201793196287,0.591261131436237,1.6510812691987458,0.09872198144481963
diag_3921,0.7994419788852619,1.553847214727446,0.514492011381884,0.6069080442043298
diag_3922,0.06631705965583237,1.06057514617046,0.06252933598839362,0.950141300902368
diag_3923,-15.546639538579326,916.4970821760431,-0.01696310860223021,0.9864660466053725
diag_3924,-0.06340152356673064,0.647169246806987,-0.09796745423170522,0.9219581367777144
diag_3928,-14.73711645122013,2783.4341766165135,-0.005294580549102214,0.995775555660968
diag_3930,NA,NA,NA,NA
diag_3933,-15.38053708370624,2207.5456090395082,-0.006967256767301054,0.9944409783692134
diag_3934,1.0317963395302194,1.1187262572519558,0.9222956311624692,0.3563743922402962
diag_3935,-15.297672694080365,3956.1803344381938,-0.0038667784076765917,0.996914764896864
diag_394,-0.8857021860506994,1.0426488801006186,-0.8494731092649584,0.3956180871601736
diag_3942,-15.865046409164208,3956.1803330900957,-0.004010192931921364,0.9968003375497553
diag_3943,-15.80041458882501,3956.180334248474,-0.0039938560060171005,0.9968133724263202
diag_3944,-15.141703050524324,3956.180344138352,-0.003827354097484187,0.9969462207125122
diag_3945,0.3625166813656906,1.117346859631822,0.3244441761666953,0.7456017791926735
